1;"""Мастера на высшем уровне, качество работы очень радуе, обслуживание прекарсное, персонал очень добрый, стрижка всегда идеальная, барбера респект."""
2;"""Показал подробно на своих же фото, какая должна быть стрижка...В результате барбер постриг видимо так, как видит он...Либо просто подругому не умеет...Обычно на такую стрижку уходит час...Он сделал за 15 минут и после просьбе о корректировке особо ничего не изменилось. После этого стало понятно,что дальше просить корректировать бесполезно...Повёлся на хорошие отзывы...а зря..."""
1;"""Мухаммед из Митино хорошо сделал кроп, буду посещать регулярно, рекомендации и наилучшие пожелания! Оставляйте ребятам на чай, они молодцы."""
1;"""Лучший парикмахер  Хан, хожу к нему уже второй год. Знает свое дело на все 100! С остальными там все сложнее, когда не было времени ждать записи к Хану, ходил к другим, то обрежут, то вырвут волосы воском вместе с кожей из носа. Хан, ты лучший! Спасибо!"""
1;"""Нормально, хожу стричься сюда. Ожидаю парикмахера не долго, но пока идет ожидание, можно развлечься приставкой, которая там есть. Подстригают хорошо, мне нравится."""
1;"""Прихожу сюда каждый месяц, стригусь у барьера Мухаммеда, профи своего дела, быстро, четко , всегда на лучшем уровне.Всем рекомендую !"""
1;"""Посетил данное место впервые. Пока все понравилось Есть с чем сравнить если что. Вопервых, просторно и хорошая вентиляция, поверьте это важно. Бывал в местах где дышать нечем и откровенно пахнет потом. Вовторых, много кресел и записаться можно практически день в день. Зашел так как был по близости, в общем стрижкой доволен. Вернусь через пару недель снова"""
1;"""Все мужчины в нашей семье стригутся именно тут. Очень нравятся стрижки. Всегда есть понимание с мастером. Хорошие цены."""
1;"""Не первый раз стригусь в этом месте и мне очень нравится.Комфортно уютно и очень круто.Хотел бы отблагодарить одного мастера за очень хороший труд и мастерство, он просто мастер своего дела. Сотрудник, Баха. В общем всем советую, будете довольны!"""
1;"""Не в первый раз посещаю салон. Обслуживаюсь у Хамида и каждый раз очень доволен его работой. Учитывает все пожелания. Видно, что мастер любит свое дело"""
2;"""Персонал работает больной, на рабочем месте пьют Антигриппин, интересно потом от куда распространяется зараза. После того как сделали замечание девушка на ресепшене только улыбалась в ответ. Вот так Заботятся о Клинтах. Лишние 100рублей в замен на здоровье целого района!!! Молодцы ничего не сказать."""
1;"""В эту заведение ХАМИД топ барбер. просто отличные стрижки, приятное общение и самое главное качественный работа."""
1;"""Баха с первой встречи произвёл впечатление настоящего мастера своего дела. Место чистое, все вежливые. Рекомендую."""
1;"""Хорошее место, приятый персонал и вкусная кухня. Понравилась одна официантка, отлично нас обслужила."""
1;"""Отличная парикмахерская, уютная атмосфера, приемлемые цены. Уже больше года ходим вместе с сыном к мастеру Бахе. Стрижки всегда получаются в соответствии с запросами, красивыми и стильными. Рекомендую место и мастера."""
1;"""Папу сюда записываю, ходит уже больше года  стригут идеально, все ребята на высшем уровне. Атмосфера , комфортно, удобная онлайнзапись. Единственное, что неудобный подъезд и нет места для машины.А также, произошёл инцидент, когда пришлось отменить запись, а нам потом ещё названивал сам барбер не администратор! с наездом, почему мы отменяем его запись, так как он теряет время и деньги  Это оченьочень странно! И такое, если честно, встречаю впервые. Как номер телефона оказался у мастера??? Саян зовут И, к сожалению, эта ситуация в корне перечеркнула всё хорошее мнение. Такое недопустимо. Неприятно"""
1;"""Понравился мастер, ребенка постриг очень хорошо, доволен, как слон. Мне не очень понравилось место ожиданиямест мало."""
1;"""Саян  настоящий профессионал своего дела! Очень внимателен к деталям, умело воплощает индивидуальные пожелания клиента. Атмосфера в студии приятная, а результат выше всяких похвал. Рекомендую Саяна, очень классный мастер!"""
1;"""Хорошо очень подстригли ребенка, волосы густые и жесткие, я довольна стрижкой и сын тоже довольный ушел, спасибо мастеру!"""
1;"""Быстро, профессионально, доступная цена. Много специалистов, в любой день можно получить услугу."""
1;"""Супер! Мастера с Руками! Работают быстро, качественно в соответствии с пожеланиями! Приемлемые цены, иногда перепадают подарки. Рекомендую!"""
1;"""Очень хорошее место, если пришёл раньше, можно поиграть в плэйстейшн, приветливые администратор и мастера. Барбер Мухаммед трудолюбивый, сколько не хожу, постоянно очень тщательно стрижет, уделяет внимание мелочам, видно что любит свою работу! Всем советую."""
1;"""Мастер Баха красаууучик стрижот быстро акуратно красиво я очень блогадарен этому человеку буду ходить только Мастеру Баха"""
1;"""Первый раз посещал этот салон.Мне все понравилось,особенно мастер ХАМИД топ своего дела!!Рекомендую"""
1;"""Был у мастера СаянаПринял пораньше, все сделал четко и быстро!Перед стрижкой помыл голову, после использовал помаду для волос.Рекомендую"""
1;"""Все прошло отлично , вежливые сотрудники , ребята мастера своего дела . Рекомендую !"""
1;"""Мастер Баха самый сеткий мастер , всегда пунктуальный и знает свою работу .Советую всем данного мастера !"""
1;"""Отличное место ! Качество стрижки на высоте ! Цена качество , отлично. Ходим туда уже не один год . От 2 лет до 40 , все мальчики подстрижены на отлично!"""
1;"""Мастер Хан просто отличный. Понимает, что именно вы хотите изменить в прическе и делает так как вам надо. Однозначно рекомендую!"""
1;"""Спасибо барберу Бахе. Профессионал, оперативный, знает как нужно и что нужно вам .  """
1;"""Отличный салон! Качественное обслуживание, доброжелательные ивысококвалифицированные мастера, но Баха, спасибо большое! Этот мастер полностью подтверждает свой статус. Он один из лучших барберов, всегда все сделает как надо и в самом лучшем виде, рекомендую!"""
1;"""Парикмахерская супер, все шикарно, на высшем уровне, комфорт, обслуживание на высоте. Большое спасибо парикмахеру Бахе, отличный сотрудник, профессионал своего дела"""
1;"""Очень классное место, приветливые сотрудники, качественные стрижки"""
1;"""Стригусь уже здесь года 2, хожу каждый меся, нашел своего мастера. Саян, спасибо за твою работу!"""
2;"""Место хорошее, обычно хожу к Беку, но дело было срочное пошел к другому и барбер сделал 3!!! пореза на щеке и на шее. Шея покрылась красными пятнами. Это брак и не качественная работа! Делайте выводы"""
1;"""Мне нравится данный барбершоп, отличное соотношение цены и качества"""
1;"""Спасибо мастерам! Всегда на высшем уровне! Отдельно спасибо мастеру Мухаммеду!"""
1;"""Хожу в этот салон уже 3 года все устраивает вполне , спасибо большое мастеру Бахе"""
1;"""Очень понравилась стрижка у мастера Саяна Красивый интерьер ,приятный адмистраторХожу 2 года и всегда стригут хорошо Рекомендую"""
1;"""Хамид Бар Бер очень хорошо стрижет волосы. Супер классный"""
1;"""Хорошая атмосфера, хорошие мастера. Недорого, но качественно. В целом я доволен. Спасибо."""
1;"""Мастер Музамед профессионал свего дела. Приятная атмосфера."""
1;"""Хорошие мастера. Очень комфортно и уютно. Учитывают ваше время препровождение если даже вам придется подождать когда мастер освободится."""
1;"""Постоянно прихожу в этот салон. Чёрная кость. Самый лучший и аккуратный и вежливый мастер САЯН. Всегда мне помогает найти свой образ, чтобы стать ещё лучше и стильнее. Очень благодарен его работе. Настоящий профессионал. Просто гангстер...!!! Всем рекомендую. Не пожалеете."""
1;"""Муж стрижется. Ему нравится. Есть онлайн запись. Очень удобно."""
1;"""Ходили долго, всей семьей, 4 мужчины. После того, как сделали процедуру воскборода, больше никогда не прийду. Воск оказался удалением волос из носа! Кто бы мог догадаться, когда уже засунули горячий воск в ноздри!"""
1;"""Баха тот еще перец! Место отличное, стригся там недавно. Всё на очень высоком уровне. Персонал квалифицированный. Цены и интерьер очень приятно удивили."""
1;"""Уже не первый раз прихожу в вашу парихмахерскую, и всё уж очень нравится. Профессиональность мастеров на высоте, услуги не дорогие и очень хорошие. Парикмахер Баха, заслуживает отдельного респекта! Лучший в своём деле.!"""
1;"""был в двух или трёх заведениях этой франшизой истории . здесь не понравилось начиная от работы администратора которая потерялась во времени и звонида мне в то время когда я ждал опаздывающего мастера в итоге я отказался от стрижки после слов Барбера давайте по быстрому через 30 мин запись..ну и ребенка подстригли не то что плохо но просто есть с чем сравнивать. ничего плохого не скажу но и хорошего тоже"""
1;"""Мастер на все руки это Баха я уже 2 года к нему хожу ни разу не разочаровался , спасибо большое """
1;"""Был у мастера Хана, всё качественно, быстро. Дешевле, чем в большинстве барбершопов по району. Заявка на постоянку"""
1;"""Хороший барбершоп, цены адекватные, записался пришел и ушел с рекомендациями и новой прической. Кто будет первый раз, есть скидка сами найдете. По стрижке вопросов нет"""
1;"""Очень нравится салон. Нужно подобрать мастера под свои предпочтения. Есть очень хорошие мастера. Лично мне очень нравится Баха."""
1;"""Вчера была в этом барбер шопе была стрижка  борода, так как был первый раз сделали скидку, приятного, но испоганили всю бороду! Показал всё наглядно человеку, чтобы подстриг так как на фото. Сбрил почти всю бороду, пришлось идти в другой более лучше салон, чтобы исправили это недоразумение. Не рекомендую"""
1;"""Отличное место, нашел своего мастераРебята достаточно гибкие и понимают что ты хочешь. Рекомендую!"""
1;"""хожу в районе 2 лет, очень доволен качеством и ценой, хорошие мастера, всем рекомендую."""
1;"""Пошли в данную студию по рекомендации. Подстригли хорошо, парни там молодцы. А главное, сын ушёл от туда доволен. И детский тариф всего 400 руб !!! До этого подстригала его в ближайших парикмахерских у дома за 600 руб, не меньше."""
1;"""Отличное место!Цена  ккчествоБестро, легко, удобно!Мастер Саян профиссионал своего дела с большой буквы!Рекомендую!"""
1;"""Классно , очень понравилось. Подстригли малыша до 2лет, супер аккуратно и стильно . Сын был увлечен обстановкой , а также чуткий мастер  даже не пикнул. Детская стридка 400 рБарбер Долот , очень профессиональный."""
1;"""Всё время стригусь у Бахи. Парень с золотыми руками и знает, что нужно .Каждый раз я прошу Сделай красиво. и каждый раз очень доволен!!!"""
2;"""Обслуживание хорошее. Мастер Баха обслуживает лучше всех сегодня записались к хану просто ужас попросили подстричь насадкой 5 и 3 а он подстриг очень коротко насадкой 10 самый худший барбер это Хан лучше не ходить к нему. Не доволен стрижкой. Буду только записываться к Бахе. Дизлайк Хану"""
2;"""Муж ходил на стрижкуборода 10 сент. Хуже работы мастера я в жизни не видела!! Волосы на бороде торчат, разной длины, но это ещё полбеды!! На шее три пореза!!!! Кровь запеклась, раны даже ничем не отработали!! Уволить такого профессионала, чтоб не уродовал больше никого!"""
1;"""Ни где не могла найти такое место,куда дети будут бежать с радостью на стрижку, но когда мы попали в Черную кость, мы остались очень довольны. У детей даже есть как они говорят их любимый парикмахер, к которому они с радостью бегут на стрижкуСоотношение цены и качества на высоте, ребята салона знают свое дело!а на входе всегда улыбчивый администратор """
1;"""Отличное место! Отзывчивый персонал, на входе встречают позитивные люди!"""
1;"""Хороший барбершоп, молодой человек ходит более года на стрижку и моделирование бороды , я иногда с ним за компанию , он очень доволен работой мастера Бека ,атмосфера хорошая, музыка приятная , персонал доброжелательный, есть p4"""
2;"""Фото для понимания уровня стрижки. Пришел домой и тут такое оказывается"""
1;"""Все супер,как встречают,какое отношение,как стригут,мастера хорошие,обстановка интерьера прикольная,дети 2 и 5 лет только туда ходят,больше никуда,и в итоге сам только там стригусь!!!!!"""
2;"""Отвратительно! Порезали при бритье, причем не первый раз. мастер по имени Сима. Не советую. Некоторые работники не справляются с обязанностями!"""
2;"""Стригут ужасно. Показал одну фотографию, сделали совершенно другое, отстригли почти все волосы. Не советую этот барбершоп, мастера нормально не понимают русский."""
1;"""Прекрасный салон! Отличное обслуживание,доброжелательные и высококвалифицированные мастера.Баха,благодарю за сногсшибательное моделирование бороды, это просто чтото с чемто.Буду чаще вас посещать"""
1;"""Салют  Посещаю данное место более 1 года. Отличный прайс. Широкая возможность выбора барбера и услуг."""
1;"""Неплохой барбершоп. Расположение удобное для местного, приветливая сотрудница на рецепшн.Но результат посещения зависит от мастера напрямую  первый раз остался доволен мастер Хан, второй раз  недоволен имя мастера не запомнил.И не минус  скорее неудобство запись ничем не подтверждается, ни на почту, ни на телефон не приходит подтверждение. В плотном графике можно забыть."""
1;"""Прекрасное заведение, классный ремонт и стиль, приятные администраторы, вежливые мастера. НО, есть одно НО. Стрижка и стрижка бороды, вы будете похожи на работника стройки или продавца с рынка. Мой мастер вроде понял что мне нужно и сделай все осень аккуратно, НО я стал похож на жителя Бухары  я в хорошем смысле, прошу принимать с юмором... Поэтому посещая, имейте это ввиду. А в остальном все ГУД."""
1;"""Который год стригусь. Качество и цены норм."""
1;"""Быстро качественно , много мастеров, удобная запись, много услуг."""
1;"""Все отлично ! Все супер я ходил к Каждому Отличное обслуживание Спасибо вам Особенный тебе Хан Просто ты супер!!"""
2;"""Записаны 14 апреля к мастеру Баха, по приезду в программе стоит другой мастер, администратор абсолютно некомпетентен в решении проблемы, возникшей с ее слов из за проблемы в программе!"""
1;"""Сегодня посетили с сыном данный барбершоп. Сыну всего год, стриглись у мастера Баха. Подстригли нас прекрасно, быстро, в теплой атмосфере. Ушли домой с мужем и детьми счастливые и довольные. Спасибо большое что приняли нас не смотря на возраст малыша и сложность работы с ребенком"""
1;"""Отличный барбешоп Отдельное спасибо мастеру Хану мастер своего дела """
1;"""Отличный барбершоп!!! До этого был и в других филиалах и в других цирюльнях, но за последние раз пять, первый раз когда усроило всё!!! Отдельный респект барберу Беку!  Благодарю """
1;"""Стригусь вгда тамРебята молодцы, стригут хорошо и не дорого1010"""
1;"""Баха крутой барьер , знает своё дело. Лучший из лучших. Всё очень понравилось!"""
1;"""Первый раз, не сразу нашел место.Барбер Хан, быстро и четко, срасибо!"""
1;"""Хочу сказать, что тут работают мастера. Сделают все как вам надо, цены очень даже ничего. Обстановка клевая"""
1;"""Все отлично ! Рекомендую . Мастер Хан топ своего дела ."""
1;"""Отличный барбешоп, уже год стригусь здесь Всегда записываюсь к Бахе, отличный барбер, всегда сделает как надо красиво или чтото новое, что попросишь, рекомендую! Голову помоет, посушит, воском уложит, в общем сервис супер Фото прилагаю"""
1;"""Быстро,качественно и не дорого.С записью нет проблем.Жаль,что не предлагают чай или кофе."""
2;"""Ужасное отношение администратора, работающей 23.05.22 Имя сообщать она отказалась. Ходим в салон с момента открытия с самого первого дня к мастеру Хану. 23.05 я оформила онлайн запись на 1930. Подойдя к этому времени, девушка сообщила мне, что отменила запись без моего согласия. Типа звонила и отправляла смс, не дозвонилась. Никаких звонков и смс у меня не было. И как можно было отменить запись, не дозвонившись??? Мне нужно было подстричь сына на выпускной. Время и так было позднее. Стричь у другого мастера я не хотела, для этого и записалась. Администратор вела себя грубо и говорила, что ничем не может помочь. Ужасное отношение. Впервые такое с момента открытия. Хорошо, что человек, подошедший к этому времени, согласился подождать. Большая благодарность мастеру Хану за прическу для моего сына."""
1;"""Уютно, мастер знает своё дело и цена, приятнее чем в аналогичных барбершопах!"""
1;"""Записывала брата на стрижку 20.06.22. Постригли отлично и быстро, а цена всего 400р. Команда крутая, спасибо за высокое качество по доступной цене!"""
1;"""Мой молодой человек постоянный гость этого барбершопа, а иногда хожу с ним за компанию. Всегда удивляюсь интерьеру, очень интересная задумка! Хочу так же от лица молодого человека выразить благодарность мастеру Саяну! Делает аккуратно, красиво и обычно всего за 20 минут! Просто бомба как говорит Рома Вообщем, место на 5 баллов"""
2;"""Стригся вместе с сыном, честно, не понравилась не моя стрижка, не сына. Слишком коротко, както попростецки. У сына красный широкий след от машинки дома увидел.Ещё и странная система оплаты...Короче, не готов рекомендовать"""
1;"""Постригли четко без антен, быстро, стрижка очень понравилась Респект и уважуха Баха"""
1;"""Ходили на стрижку мальчиков 6 и 10 лет, ребята молодые, знают, как модно подстричь, дети довольны, стригут хорошо, недорого, отличное место, рекомендую """
1;"""10 декабря, первый раз стриглись в Чёрной кости у барбера Бахи. Сын показал фото желаемого результата и барбер сделал максимально правильную стрижку. Надеюсь, что такие барберы будут оставаться в этом барбершопе."""
1;"""Хорошие мастера, прекрасное обслуживание и привлекательный интерьер."""
2;"""Не назввл бы это барбершопом , обычная забегаловка , пришел голову не помыли в начале как должны , видно по человеку было что стриг на пофиг  видимо устал по вечер  , голову помыли в конце и то я сказал , приборы все не обробатывают ничем перед срижкой и после Мой совет доплатите лучше в барбершопе нормальном , вас там тепло встретят , накормят напоят и хорошо пострегут и останутся положительные эмоции"""
2;"""попросил покороче, парикмахер психанул сказал че ты несешь?! и постриг лишь бы как. Однозначно лучше доплатить и постричься с нормальным сервисом и чтоб ре портили настроение. Больше не прийду"""
1;"""Все отлично, не первый раз приезжаю сюда и всегда доволен. Реклмендую"""
1;"""Не первый раз прихожу стричься в этом месте и меня полностью всё устраивает."""
1;"""Отличный барбер салон, работают профессионалы, по услугам которая я заказывал, было стрижка головы и моделирование бороды. Очень понравилось, качество на высоте а цены приятно удевили, буду постоянным клиентом."""
1;"""Часто посещаю данный салон. Все ребята приветливо, делают хорошо. Так же воду сына на стрижку. Рекомендую."""
1;"""Отлично! Подстригался ребенок, полностью доверились мастеру , результат  превзошел все ожидания. Благодарим"""
1;"""Стригусь у Саяна, очень внимательный к деталям, вежливый, классный БарберМесто отличное, всем советую!"""
1;"""Отличный салон. Постригаюсь у барбера по имени Баха. Всем советую данного специалиста. Хожу к нему с сентября месяца"""
1;"""Отличный мастер. Учел все мои пожелания. Результатом доволен"""
1;"""Лучшая парикмахерская которую я нашёл в митино. Все хорошо стригут , советую сходить к ним ."""
1;"""Муж и сын постоянно стригутся тут, оба довольны. Рекомендую к посещению"""
2;"""Меня отказался стрич мастер из за того что перенёс время. Отвратительное отношение к клиентам. Больше не ногой туда"""
1;"""2 год хожу с сыном 7 лет в этот барбер. отличные мастера, стригся у разных. Сын отказывается стричься в других местах"""
1;"""Мастер Хан стрижёт лучше всех , ходил к каждомуВ целом, стригут быстро , недорого , всё по делу"""
1;"""Сын туда ходит на стрижку. Очень нравится. И мастера хорошие, всегда посоветуют, стильно подстригут. Приходит оттуда в хорошем настроении. И цены нормальные. Но записи устроена странно, всегда ходит лично записаться, а потом на стрижку."""
2;"""Встретили, ничего не сказали. Сразу иди стричься. Не дали скидку по промокоду Яндекс. Однако за пол часа успел нормально постричь мастер."""
1;"""Хорошие мастера, интерьер, не нужно записываться заранее  всегда можно подстричься мужчине."""
1;"""Прекрасная парикмахерская, личный респект Бахе! Лучший в своём деле, сделает как надо!"""
1;"""Спасибо большое ,особенно тебе Мастер Баха ! За ненапряжные разговоры и за умение хорошо слышать запрос своих коментов ! Хожу уже не первый раз ! Очень доволен !"""
2;"""Не первый год муж ходил в этот барбершоп,но сегодняшнее посещение было последним,постригли очень криво, клоками,верх вообще не тронули, придется обращаться в другое место, ужасно,нет слов"""
1;"""Отличное место, почти куда сюда хожу, мастер Саян лучший!!! Все ребята приветливые, атмосфера доброжелательная, рекомендую!!!"""
1;"""Прекрасное заведение! Отличный мастер  Баха! Подстригли молодому человеку кроп идеально! Однозначно ещё раз придём """
2;"""Зачем вводить запись и устанавливать тайминг. Если придя в свое время и даже чуть раньше, чтоб не подводить людей, ты не попадаешь к мастеру. Проведя в ожидании с начала своего времени более 15 минут, администратору даже наплевать, что идут задержки."""
1;"""Вдвоём с сыном постриглись за 1000 рублей. Интерьер атмосферный, по стенам висят всякие инструментысерпы, молоты, коса. Всё понравилось."""
1;"""Онлайн запись, цены ниже среднего, расчет только наличными, сын и муж ходят к мастеру Бек, довольны."""
1;"""Мои соседи услугами не пользовались пока, но за примерное поведение и чистоту ставлю 5"""
2;"""так себе место. Был разочарован. Администратор не компетентен, персонал слабо подготовлен"""
2;"""За чем угодно, только не за бритье сюда.Очень грубо и небрежно"""
1;"""Отличная парикмахерская, мастера знают толк в своём деле. Особенно барбер Баха."""
1;""" ""Мастер Баха тот еще перец! Бек тоже крутой специалист! Спасибо ребята за настроение! Недалеко есть другой барбер. Тридорого! И народу нет. А тут всегда аншлаг!"""""
1;"""Быстро, просто, дёшево. Что ещё можно сказать про это место? Я доволен"""
1;"""Нормас нормас Пойдёт мне понравилось!Заходите следят за всем мастера не с улицы"""
1;"""Кибербарбер, гамай в плойку , пока ждёшь сидишь на кайфеСлитки золота , какой там ,хоть я Броук, но цена тары Как заходишь сидит тати, прям сливается с дизайном Я доволен, стрижка  топчик , салют мастеру Саяну Inst. Moonlightxt"""
1;"""Был тут первый раз. Нашел информацию из instagram. Приемлимые цены, хороший интерьер. Спокойная обстановка, не напрягающая музыка. Мастер был Бек. Стрижкой остался доволен, буду приходить вновь. Спасибо"""
1;"""С удовольствием посещаем этот барбершоп с сыном. Удивительное место по соотношению ценакачество. Уверенная 5. Молодцы!!!!Уверенно могу рекомендовать к посещению.Главное, чтобы не испортились в будущем."""
2;"""Стригут быстро и недорого. И так себе. Пожелания не услышали. Точнее услышали, что хотели."""
1;"""Шикарное место! Была с братом в субботу. Советую всем. Отличные мастера, администратор милая и позитивная. Круто постригли, все на высоте """
2;""" ""Мастера во время не приезжают Задержка на 20 минут Администратор вводит в заблуждение"""""
2;"""Мастер Хан. Все на скорую руку. Вместо опасного бритья прошелся шимером, хотя услугу предполагает опасное бритье. Не рекомендую! Очень изменилось мнение о данном салоне в Митино, ведь бывал у них переодически."""
1;"""Всем доброго времени суток! Уже не в первый раз посещаю их сеть и каждый раз, выхожу довольный, хоть раньше и старался всегда ездить к одному мастеру,как обычно и заведено. Теперь просто записываюсь в черную кость,объясняю в общих чертах,что хочу и остальное оставляю на мастера, результатом всегда доволен и не большое разнообразие присутствует! Рекомендую их сеть,по цене и качеству, однозначно ТОП!Надеюсь что мой отзыв был вам полезен, хорошего дня и отличного настроения """
1;"""Хочу поблагодарить ваш салон! Осталась довольна стрижкой сына, давно не подбирали ему такой удачный стиль в прическе и хочу отметить по приемлемой цене!Цена и качество отлично!Скоро приведем и папу"""
1;"""Место отличное, стригся там недавно. Всё на очень высоком уровне. Персонал квалифицированный, приветливый администратор. Цены и интерьер очень приятно удивили."""
1;"""Классная сеть, цены очень низкие для такого качества стрижки, спасибо вам, будет всегда с нами"""
1;"""Шикарный сервис, хорошее отношение к клиентам и большой спектр услуг. Всем советую!"""
1;"""Записывала ребёнка на стрижку,ребёнок доволен новой прическе им мастера не запомнила администратор Диана очень мило встретила! Побольше таких сотрудников"""
1;""" ""Стрижём здесь ребёнка качество лучше чем в специализированных детских парикмахерских! Рекомендую """""
1;"""Хороший барбершоп, отличный персонал, приятная обстановка, отдельный респект барберу Беку"""
1;"""Рекомендую это классное место всем мужчинам, парням и мальчикам .Вчера посетил мой мужчина и я осталась давно его стрижкой .Мастера отлично знают свою работу .Классный интерьер и цены не высокие ,что очень радует .Очень стильное место и музыка крутая .Советую всем ."""
1;"""Отличное место, удобно записаться и четко по времени . Мастеру Беку отдельный респект !"""
1;"""Заведение на уровне, марку держит, при случае обязательно вернусь."""
1;"""Если первый раз трудно найти, вход со двора и если ты в этом муравейнике не живёшь пока не спросишь не найдёшь. А так у них в сети есть по больше и по приличней помещения. А насчёт прически от мастера зависит, стриг меня Хан и я доволен"""
1;""" ""Очень хорошее место. Подстигли и побрили  очень доволен"""""
1;"""Чаще всего посещаю данный барбершоп, пытался сменить на более близкие к дому и к работе, всё не то. Устраивают мастера, качество, дополнительные услуги, цена."""
1;"""Отлично стригут за не большую плату. Уже не первый год подстригаюсь в черной кости каждый раз остаюсь довольным"""
1;"""Обратились для стрижки, записались по телефону. При записи не предупредили что оплата только наличными. Стригут нормально, работают без чеков, без кассы , что не удобно и не докажешь если занесут инфекцию. Не предупреждают об этом в момент записи. Очень удивили, сотрудницы работают без масок и перчаток. Карантин не карантин, не важно."""
1;"""Ходил на стрижку в этот барбер, все понравилось, гостиприимная администратор, подстригли как надо, все как просил, 5 звёзд рекомендую"""
2;"""Не приняли за 30 мин до закрытия. Все мастера разошлись в 2000, хотя написано, что работают до 2200."""
1;"""отличное место, отлично стригут, цена гуманная, что ещё нужно мастер Орозбек выше всяких похвал """
1;"""Топовые место , больше полу года хожу к мастеру Беку , всегда все на высшем уровне Спасибо!"""
1;"""Очень бюджетно, но при этом стригут лучше, чем ожидаешь"""
1;""" ""супер. очень доволен что в митино есть этот барбер шоп. мастер Саян просто ТОП"""""
1;"""Отличное качество и самое главное адекватная цена. 400 рублей для ребёнка с качеством выше чем в Топ Гане, дорого стоит."""
1;"""Хорошее, спокойное место , мастера знают своё дело, цена удовлетворительная. Детей тоже стригут, рекомендую !"""
1;"""Хожу сюда в основном к Хану, отличный мастер."""
1;""" ""Всё отлично. Стригу там сына! Всегда всё хорошо. И качество и ценовая политика!"""""
1;"""Всё супер всегда стрижка как нужно. Спасибо мастерам, Хан и Бек."""
1;"""Превосходная работа всех мастеров. Муж ходит только к вам """
1;"""Все понравилось. Уютно, классная музыка. Мастер учел все мои пожелания. И очень не дорого. Масочный режим соблюдается. Рекомендую! Обязательно приду снова"""
1;"""Получил хорошую скидку, попал на день открытия барбершопа. Посещал по предварительной записи, качеством стрижки остался доволен. Мастер приятный. Сюда еще вернусь, здесь и цена соответствует качеству."""
1;""" ""Классная парикмахерская с профессиональными мастерами и адекватными ценами. Хожу сюда уже более полугода и ни разу не пожалел. Стригут как просит клиент ничего не навязывая. В общем посещением я доволен."""""
1;"""Классное место , крутые ребята , рекомендую"""
1;"""Приехал сюда из барбершопа Бородач, где я был записан на 10 утра и к 1030 я так и не сел в кресло на стрижку. Уехал оттуда, приехал сюда в Черную Кость. Дыл приятно удивлен ценами, стриг меня молодой человек по имени Хан.Я остался доволен работой мастера помыли голову, аккуратно подстригли так как и хотел.Большое спасибо персоналу заведения, прийду еще """
1;"""Посетил вчера этот классный барбер шоп!Цены очень приятные ,мастера умеют слушать и делают классную стрижку и моделируют бороду на миллион !Советую всем.Милая девушка администратор .Так держать !"""
1;"""нужно было быстро постричься, позвонил записали на тот же день, мастера хорошие. все понравилось"""
1;"""Стригусь и ровняю бороду с момента открытия. Оформление строгое, на стиле мужских заведений такого типа. Персонал свое дело знает, постоянный мастер, делает хорошо и быстро. Цены средние."""
